"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000008056",41.2902256517153,0.331845770821404,0.286892911607844,1.1566886367517,0.247399593913262,0.347592231865699,"SYN1","6853","synapsin I"
"ENSG00000205423",345.677262024835,0.115966172159443,0.100261059062253,1.15664220230747,0.247418572526337,0.347592231865699,"CNEP1R1","255919","CTD nuclear envelope phosphatase 1 regulatory subunit 1"
"ENSG00000132185",11.2586377737755,-0.615296015782398,0.532137081328841,-1.15627351930802,0.247569296240312,0.347770865155628,"FCRLA","84824","Fc receptor like A"
"ENSG00000161618",207.335945691697,-0.145864414292533,0.126163588836439,-1.15615302035863,0.24761857214038,0.347806970045617,"ALDH16A1","126133","aldehyde dehydrogenase 16 family member A1"
"ENSG00000159753",20.8755658073283,0.447568148940735,0.38720980549882,1.15588020392242,0.247730160932828,0.347930584902707,"CARMIL2","146206","capping protein regulator and myosin 1 linker 2"
"ENSG00000135838",6.33539465040227,0.817612915047942,0.707426505576593,1.1557566879425,0.24778069365283,0.347968432719765,"NPL","80896","N-acetylneuraminate pyruvate lyase"
"ENSG00000132932",2.97370705657721,1.23174780989406,1.06602052039964,1.15546350780592,0.247900668068841,0.348103783828655,"ATP8A2","51761","ATPase phospholipid transporting 8A2"
"ENSG00000152760",2.96086524547856,1.282672812817,1.11018771755161,1.15536570305947,0.247940700515842,0.348126864808787,"TCTEX1D1","200132","Tctex1 domain containing 1"
"ENSG00000061987",996.67386978844,-0.0765873607392832,0.06629812687122,-1.15519644903467,0.248009988545367,0.348191014463635,"MON2","23041","MON2 homolog, regulator of endosome-to-Golgi trafficking"
"ENSG00000198156",1.51939200054283,1.82055276452398,1.57633144146929,1.15493018576541,0.248119016963833,0.348310483464505,"NPIPB6","728741","nuclear pore complex interacting protein family member B6"
"ENSG00000165494",451.671067941015,0.107353372033065,0.0929604675353454,1.15482822837834,0.248160774945397,0.348310483464505,"PCF11","51585","PCF11 cleavage and polyadenylation factor subunit"
"ENSG00000156384",35.4408346493589,-0.349606594005922,0.302737999605949,-1.1548156969425,0.248165907698175,0.348310483464505,"SFR1","119392","SWI5 dependent homologous recombination repair protein 1"
"ENSG00000170579",2.97401945326568,1.25026566074541,1.08279961472948,1.15466023790355,0.248229588366895,0.348366721845826,"DLGAP1","9229","DLG associated protein 1"
"ENSG00000099624",939.83455702087,-0.0765510454820996,0.0663152009243858,-1.15435140684238,0.248356128713339,0.348511158744208,"ATP5F1D","513","ATP synthase F1 subunit delta"
"ENSG00000162999",19.326925621227,-0.468819617304266,0.406343459877011,-1.15375209298598,0.2486018201337,0.348822753614133,"DUSP19","142679","dual specificity phosphatase 19"
"ENSG00000132388",1191.74461123438,0.0695072420447045,0.0602737271324625,1.15319303038868,0.248831163575091,0.34898317682981,"UBE2G1","7326","ubiquitin conjugating enzyme E2 G1"
"ENSG00000205111",0.626510515360322,2.6813703790715,2.32518646497876,1.1531850969621,0.24883441915749,0.34898317682981,"CDKL4","344387","cyclin dependent kinase like 4"
"ENSG00000136267",0.626510515360322,2.6813703790715,2.32518646497876,1.1531850969621,0.24883441915749,0.34898317682981,"DGKB","1607","diacylglycerol kinase beta"
"ENSG00000158815",0.626510515360322,2.6813703790715,2.32518646497876,1.1531850969621,0.24883441915749,0.34898317682981,"FGF17","8822","fibroblast growth factor 17"
"ENSG00000164972",0.626510515360322,2.6813703790715,2.32518646497876,1.1531850969621,0.24883441915749,0.34898317682981,"C9orf24","84688","chromosome 9 open reading frame 24"
"ENSG00000171757",8.79308915314756,-0.687965066541582,0.59669074728489,-1.15296754587199,0.248923705618728,0.34905573236103,"LRRC34","151827","leucine rich repeat containing 34"
"ENSG00000204653",1.5481866015068,1.79245056196844,1.5546737787225,1.15294320036794,0.248933698798073,0.34905573236103,"ASPDH","554235","aspartate dehydrogenase domain containing"
"ENSG00000135114",2.42791387890218,1.42156175093681,1.23304611072818,1.15288612369679,0.248957128347236,0.34905573236103,"OASL","8638","2'-5'-oligoadenylate synthetase like"
"ENSG00000156521",162.269712583223,0.165782674125094,0.143845484547793,1.15250523606121,0.249113519365113,0.3492418153471,"TYSND1","219743","trypsin domain containing 1"
"ENSG00000109667",11.8083329656941,0.598708957202079,0.519579061150131,1.15229616042799,0.249199394217467,0.349329013043659,"SLC2A9","56606","solute carrier family 2 member 9"
"ENSG00000247077",539.192657594168,-0.0996656547459606,0.0865010803919666,-1.1521897101671,0.24924312510228,0.349357122150774,"PGAM5","192111","PGAM family member 5, mitochondrial serine/threonine protein phosphatase"
"ENSG00000188033",14.762856864694,0.551828106667085,0.479111318534349,1.15177430655403,0.24941382857697,0.349563182941447,"ZNF490","57474","zinc finger protein 490"
"ENSG00000169174",11.4989582987577,0.615567856240777,0.534665113118935,1.15131479712581,0.249602751795771,0.349763427369781,"PCSK9","255738","proprotein convertase subtilisin/kexin type 9"
"ENSG00000151364",2.02137791189257,1.51453149379977,1.3154837071193,1.15131148003069,0.249604115953397,0.349763427369781,"KCTD14","65987","potassium channel tetramerization domain containing 14"
"ENSG00000173653",179.260101950667,0.159422369931461,0.138486983466753,1.15117223251334,0.249661386289302,0.349810455205353,"RCE1","9986","Ras converting CAAX endopeptidase 1"
"ENSG00000158486",1.49053007394058,-1.91832856540379,1.66707055220733,-1.15071828415646,0.249848151934471,0.350038897886353,"DNAH3","55567","dynein axonemal heavy chain 3"
"ENSG00000272047",371.86176002406,-0.115955455693012,0.100792713730849,-1.15043490150143,0.249964792080789,0.350169060231672,"GTF2H5","404672","general transcription factor IIH subunit 5"
"ENSG00000008516",2.95133336116257,1.22116137128536,1.06229681203892,1.149548184129,0.250330010170818,0.350619263724431,"MMP25","64386","matrix metallopeptidase 25"
"ENSG00000141646",711.337614797979,0.0925158345481548,0.0804807969889836,1.14953924425995,0.250333694189586,0.350619263724431,"SMAD4","4089","SMAD family member 4"
"ENSG00000228049",2.82099878853173,1.26171345170991,1.09771179579382,1.14940320086247,0.250389760804499,0.350664502222077,"POLR2J2","246721","RNA polymerase II subunit J2"
"ENSG00000077097",2652.14377688966,-0.0625076439955704,0.0543891634419472,-1.14926650898554,0.25044610350326,0.35071011874403,"TOP2B","7155","DNA topoisomerase II beta"
"ENSG00000145495",1877.11764150032,-0.0633821334424885,0.0551709100005561,-1.14883248149885,0.250625062935405,0.350927415635282,"MARCH6","10299","membrane associated ring-CH-type finger 6"
"ENSG00000037241",348.996292594682,-0.115413906617134,0.100475679536605,-1.14867505399739,0.250689995942759,0.350985025634794,"RPL26L1","51121","ribosomal protein L26 like 1"
"ENSG00000184113",1.60481719739662,1.75012564505713,1.52388037334562,1.14846655660694,0.250776011461108,0.351072139016717,"CLDN5","7122","claudin 5"
"ENSG00000249715",6.48867857542929,-0.810225267854682,0.705910949769787,-1.14777263069643,0.251062438703513,0.351439774253475,"FER1L5","90342","fer-1 like family member 5"
"ENSG00000175003",2.90329452508475,1.22559052764255,1.06850434386072,1.14701501653634,0.251375414729747,0.351844499470894,"SLC22A1","6580","solute carrier family 22 member 1"
"ENSG00000083838",52.4204648109231,0.294697673991943,0.257083810480345,1.14630973238384,0.251667017391495,0.352219234926401,"ZNF446","55663","zinc finger protein 446"
"ENSG00000205838",3.54391616362263,1.21694909045273,1.06174886269482,1.14617414080765,0.251723105319938,0.352264317166875,"TTC23L","153657","tetratricopeptide repeat domain 23 like"
"ENSG00000133103",840.486649164176,-0.0857381981181129,0.0748385499577494,-1.145642161246,0.251943244718693,0.352498056425144,"COG6","57511","component of oligomeric golgi complex 6"
"ENSG00000198168",249.418441373058,-0.138379471388104,0.120798111514984,-1.14554333385368,0.251984155437097,0.352498056425144,"SVIP","258010","small VCP interacting protein"
"ENSG00000154269",0.598259525687138,-2.74908529122759,2.40009408413255,-1.14540730273962,0.25204047463301,0.352498056425144,"ENPP3","5169","ectonucleotide pyrophosphatase/phosphodiesterase 3"
"ENSG00000257335",0.598259525687138,-2.74908529122759,2.40009408413255,-1.14540730273962,0.25204047463301,0.352498056425144,"MGAM","8972","maltase-glucoamylase"
"ENSG00000167914",0.598259525687138,-2.74908529122759,2.40009408413255,-1.14540730273962,0.25204047463301,0.352498056425144,"GSDMA","284110","gasdermin A"
"ENSG00000174448",0.598259525687138,-2.74908529122759,2.40009408413255,-1.14540730273962,0.25204047463301,0.352498056425144,"STARD6","147323","StAR related lipid transfer domain containing 6"
"ENSG00000154529",16.9573332648402,-0.493232896732319,0.430633252757875,-1.14536648894051,0.252057373951828,0.352498056425144,"CNTNAP3B","728577","contactin associated protein like 3B"
"ENSG00000108684",4.87953977782038,1.04688094862096,0.914684096644613,1.14452733185292,0.252405009572275,0.352950764025149,"ASIC2","40","acid sensing ion channel subunit 2"
"ENSG00000133641",282.316460042427,-0.132981540166222,0.116233317731734,-1.14409140822378,0.25258573045346,0.353170002569214,"C12orf29","91298","chromosome 12 open reading frame 29"
"ENSG00000162620",24.6999997403356,-0.44808938815398,0.391745834732749,-1.14382680918527,0.252695469258766,0.353289960527228,"LRRIQ3","127255","leucine rich repeats and IQ motif containing 3"
"ENSG00000258790",1.50014776542897,1.80573834360756,1.57913985177504,1.14349488525529,0.252833177106842,0.353418966206849,NA,NA,NA
"ENSG00000138495",223.707845092668,0.147483507265383,0.128976769342952,1.14348892453044,0.252835650556683,0.353418966206849,"COX17","10063","COX17, cytochrome c oxidase copper chaperone"
"ENSG00000130675",1.2894890584264,3.73339765721459,3.26634030575682,1.14299102596095,0.253042317021065,0.353633021269595,"MNX1","3110","motor neuron and pancreas homeobox 1"
"ENSG00000175344",1.2894890584264,3.73339765721459,3.26634030575682,1.14299102596095,0.253042317021065,0.353633021269595,"CHRNA7","1139","cholinergic receptor nicotinic alpha 7 subunit"
"ENSG00000119431",54.3165334275655,-0.288447439655517,0.252371717164083,-1.14294677270821,0.253060691240639,0.353633021269595,"HDHD3","81932","haloacid dehalogenase like hydrolase domain containing 3"
"ENSG00000168826",55.2862412621573,0.280262762012264,0.245279238947846,1.1426273304438,0.25319335317926,0.353784897509877,"ZBTB49","166793","zinc finger and BTB domain containing 49"
"ENSG00000164674",43.357594904977,-0.309956637428503,0.271336219662696,-1.14233417792072,0.253315139804707,0.353909534419667,"SYTL3","94120","synaptotagmin like 3"
"ENSG00000072832",505.760681454956,0.10043699937542,0.0879254576259769,1.14229714677932,0.253330526840593,0.353909534419667,"CRMP1","1400","collapsin response mediator protein 1"
"ENSG00000112079",1007.76354783817,-0.0765439005395916,0.0670222494683457,-1.1420670172484,0.253426163959914,0.354009621573998,"STK38","11329","serine/threonine kinase 38"
"ENSG00000164037",5.19415107566651,0.92289129488141,0.808135104744579,1.14200124392951,0.2534535026232,0.354014293070405,"SLC9B1","150159","solute carrier family 9 member B1"
"ENSG00000198677",3018.51348218211,-0.0560961132281971,0.0491239247517236,-1.14193060737129,0.253482864977622,0.354021790030276,"TTC37","9652","tetratricopeptide repeat domain 37"
"ENSG00000132109",239.64923119487,0.137149842518753,0.120111589452387,1.14185353090444,0.253514906989201,0.354033027706453,"TRIM21","6737","tripartite motif containing 21"
"ENSG00000163975",13.6194838109652,-0.565933103585877,0.495671437675756,-1.14175048342423,0.253557750002892,0.354059345404378,"MELTF","4241","melanotransferrin"
"ENSG00000184613",1.462761404653,1.86999028235568,1.63794740546753,1.14166686678314,0.253592518156945,0.354074383731198,"NELL2","4753","neural EGFL like 2"
"ENSG00000141338",64.2284062168117,0.264463662373138,0.231676780776777,1.14151992912899,0.253653623498158,0.354126188596879,"ABCA8","10351","ATP binding cassette subfamily A member 8"
"ENSG00000259207",336.522006801959,0.123234958918876,0.107966748181223,1.14141586178019,0.253696907038991,0.354150685195012,"ITGB3","3690","integrin subunit beta 3"
"ENSG00000275111",75.3154040218421,0.239950795182043,0.2102319225139,1.14136232172913,0.253719177342502,0.354150685195012,"ZNF2","7549","zinc finger protein 2"
"ENSG00000134453",898.040292111864,0.0757306541154046,0.066389042155087,1.14071014819728,0.253990562074025,0.354495956185807,"RBM17","84991","RNA binding motif protein 17"
"ENSG00000102921",696.115553556624,-0.0863813195172421,0.0757671210428792,-1.14008976886367,0.254248903932015,0.35482295957368,"N4BP1","9683","NEDD4 binding protein 1"
"ENSG00000102218",658.964045361201,0.0885789195045256,0.0777121485127618,1.13983361932117,0.254355624482514,0.354938322483213,"RP2","6102","RP2, ARL3 GTPase activating protein"
"ENSG00000224689",3.39355921632171,1.15206465650049,1.01096365288277,1.13957079783766,0.254465157180659,0.355057587388258,NA,NA,NA
"ENSG00000169139",863.54232639558,-0.0874230122841343,0.076776274964514,-1.13867223077104,0.254839889176046,0.355546829778098,"UBE2V2","7336","ubiquitin conjugating enzyme E2 V2"
"ENSG00000134748",546.534823862712,0.107309971368496,0.0942516936336543,1.13854687625665,0.254892196616619,0.355571827096817,"PRPF38A","84950","pre-mRNA processing factor 38A"
"ENSG00000183018",6.18331411017231,0.852349064518695,0.748650632061506,1.13851378468972,0.25490600618158,0.355571827096817,"SPNS2","124976","sphingolipid transporter 2"
"ENSG00000132141",18.9867593214905,-0.458568547401226,0.402994764057904,-1.13790199848685,0.255161406688776,0.355894440753092,"CCT6B","10693","chaperonin containing TCP1 subunit 6B"
"ENSG00000258429",49.4292476193992,-0.292749062104031,0.257285153049882,-1.13783892554139,0.255187747670695,0.355897535601988,"PDF","64146","peptide deformylase, mitochondrial"
"ENSG00000198342",24.0997049003102,0.426905863046616,0.375311087887628,1.13747202473921,0.255341012935442,0.356077628057609,"ZNF442","79973","zinc finger protein 442"
"ENSG00000127540",331.657174404721,0.115726483441707,0.101783206994766,1.13698995009715,0.255542486957831,0.35632490809714,"UQCR11","10975","ubiquinol-cytochrome c reductase, complex III subunit XI"
"ENSG00000117360",580.553725122018,-0.090442063816485,0.0795536569834444,-1.13686871535405,0.255593172118843,0.356361903368116,"PRPF3","9129","pre-mRNA processing factor 3"
"ENSG00000243696",1.44672280761528,-1.82585054300348,1.60618366163466,-1.13676323985593,0.255637274423664,0.356389714338726,NA,NA,NA
"ENSG00000188095",0.965105032264922,-2.27159502656552,1.99855389084564,-1.13661935110709,0.255697446928669,0.356439921767345,"MESP2","145873","mesoderm posterior bHLH transcription factor 2"
"ENSG00000076067",1938.2931510941,0.0598347306628191,0.0526485206159977,1.1364940545858,0.255749852409227,0.356479293570688,"RBMS2","5939","RNA binding motif single stranded interacting protein 2"
"ENSG00000088387",137.769012627716,-0.17748236575808,0.156269991893236,-1.13574182482416,0.256064630676998,0.356884334121333,"DOCK9","23348","dedicator of cytokinesis 9"
"ENSG00000254087",133.654069962991,-0.175937564952784,0.154946866035456,-1.1354703031717,0.256178317780581,0.356989250593612,"LYN","4067","LYN proto-oncogene, Src family tyrosine kinase"
"ENSG00000099977",95.3252195637949,0.221164170805974,0.194784519195548,1.13542991876034,0.256195229875188,0.356989250593612,"DDT","1652","D-dopachrome tautomerase"
"ENSG00000274070",62.7802056194223,-0.261606503042975,0.230411404892001,-1.13538868948608,0.256212496579623,0.356989250593612,"CASTOR2","729438","cytosolic arginine sensor for mTORC1 subunit 2"
"ENSG00000160305",625.12941276708,-0.0885418063791875,0.078047554517397,-1.13445971403821,0.256601763195127,0.357497867250321,"DIP2A","23181","disco interacting protein 2 homolog A"
"ENSG00000111790",496.827763389524,0.0951762063890997,0.0839308160693697,1.1339840459842,0.256801240258454,0.357741997806933,"FGFR1OP2","26127","FGFR1 oncogene partner 2"
